map_name	feature_alt_name	feature_start	feature_name	feature_type
1B	Xbcd338-1B	36.4	BCD338	Marker
1B	Xbcd340-1B	30.5	BCD340	Marker
1B	Xbcd386-1B	44.1	BCD386	Marker
1B	Xbcd441-1B	82	BCD441	Marker
1B	Xbcd442-1B	77.5	BCD442	Marker
1B	Xbcd508-1B	103.8	BCD508	Marker
1B	Xbcd762-1B	36.4	BCD762	Marker
1B	Xbcd1124-1B	30.5	BCD1124	Marker
1B	Xbcd1150-1B.1	56.9	BCD1150	Marker
1B	Xbcd1150-1B.2	63.4	BCD1150	Marker
1B	Xbcd1261-1B	109.3	BCD1261	Marker
1B	Xbcd1449-1B	38.1	BCD1449	Marker
1B	Xbcd1514-1B	109.3	BCD1514	Marker
1B	Xbcd1562-1B	91.3	BCD1562	Marker
1B	Xbcd1796-1B	30.5	BCD1796	Marker
1B	Xcdo92-1B	38.1	CDO92	Marker
1B	Xcdo98-1B	36.9	CDO98	Marker
1B	Xcdo127-1B	36.4	CDO127	Marker
1B	Xcdo278-1B	44.1	CDO278	Marker
1B	Xcdo346-1B	121.5	CDO346	Marker
1B	Xcdo346-1B	121.5	CDO346B	Marker
1B	Xcdo388-1B	16.7	CDO388	Marker
1B	Xcdo618-1B	36.4	CDO618	Marker
1B	Xcdo637-1B	49	CDO637	Marker
1B	Xcdo1173-1B	35.9	CDO1173	Marker
1B	Xcdo1189-1B	109.3	CDO1189	Marker
1B	Xcdo1340-1B	30.5	CDO1340	Marker
1B	Xcmwg645-1B	44.1	cMWG645	Marker
1B	Xcmwg733-1B	71.3	cMWG733	Marker
1B	Xcmwg758-1B	44.1	cMWG758	Marker
1B	XGli1-1B	7.3	Hor1,2	Marker
1B	XGli3-1B	18.7	Hor1,2	Marker
1B	Xglk136-1B	44.1	pTag136	Marker
1B	XksuD14-1B	0	pTtksuD14	Marker
1B	XksuE11-1B.1	91.3	pTtksuE11	Marker
1B	XksuE11-1B.2	133.7	pTtksuE11	Marker
1B	XksuE18-1B	25.1	pTtksuE18	Marker
1B	XksuE19-1B	30.5	pTtksuE19	Marker
1B	XksuF43-1B.1	20.9	pTtksuF43	Marker
1B	XksuF43-1B.2	23	pTtksuF43	Marker
1B	XksuG34-1B	88.8	pTtksuG34	Marker
1B	XksuI27-1B	136	pTtksuI27	Marker
1B	XksuI27-1B	136	pTtksul27	Marker
1B	Xmwg68-1B	16.7	MWG68	Marker
1B	Xmwg69-1B	87.6	MWG69	Marker
1B	Xmwg837-1B.1	7.3	MWG837	Marker
1B	Xmwg837-1B.2	38.1	MWG837	Marker
1B	Xmwg912-1B	133.7	MWG912	Marker
1B	Xmwg938-1B	14.6	MWG938	Marker
1B	Xrz166-1B	30.5	RZ166	Marker
1B	Xwg605-1B	36.9	WG605	Marker
1B	Xwg811-1B	36.4	WG811	Marker
1B	Xwhs179-1B	7.3	WHS179	Marker
1D	Centromere	51.3	Centromere	Centromere
1D	Glu-D1	74	Glu-D1	Marker
1D	Lr21	0	Lr21	Marker
1D	Rg2	0	RG2	Marker
1D	Sr33	15.5	Sr33	Marker
1D	Xabc156-1D	32.1	ABC156	Marker
1D	XATPase-1D	120.5	cNP5	Marker
1D	Xbcd508-1D	120.5	BCD508	Marker
1D	Xbcd1261-1D	132.3	BCD1261	Marker
1D	Xbcd1434-1D	13.4	BCD1434	Marker
1D	Xbcd1930-1D	85.6	BCD1930	Marker
1D	Xcdo89-1D	51.3	CDO89	Marker
1D	Xcdo312-1D	70.4	CDO312	Marker
1D	Xcdo1420-1D	137.7	CDO1420	Marker
1D	Xcmwg693-1D	120.5	cMWG693	Marker
1D	Xcmwg701-1D	108.7	cMWG701	Marker
1D	Xcmwg733-1D	89.8	cMWG733	Marker
1D	Xcnl7-1D	27.3	AC11	Marker
1D	Xcsd19(Adh)-1D	109.4	CSD19	Marker
1D	Xcsd19(Adh)-1D	109.4	p3'NTR	Marker
1D	Xcsd19(Adh)-1D	109.4	p3NTR	Marker
1D	XGli1-1D	0	Hor1,2	Marker
1D	XksuD14-1D.1	11.1	pTtksuD14	Marker
1D	XksuD14-1D.2	13.4	pTtksuD14	Marker
1D	XksuD49-1D	78.5	pTtksuD49	Marker
1D	XksuE11-1D	143	pTtksuE11	Marker
1D	XksuG2-1D	81.4	pTtksuG2	Marker
1D	XksuG55-1D	77.6	pTtksuG55	Marker
1D	XksuI27-1D.1	144.4	pTtksuI27	Marker
1D	XksuI27-1D.2	147.9	pTtksuI27	Marker
1D	XksuI27-1D.2	147.9	pTtksul27	Marker
1D	Xmwg837-1D	27.3	MWG837	Marker
1D	Xmwg938-1D	17.6	MWG938	Marker
1D	Xwg241-1D	152.1	WG241	Marker
1D	Xwhs179-1D.1	12.3	WHS179	Marker
1D	Xwhs179-1D.2	22.5	WHS179	Marker
2A	Centromere	126.7	Centromere	Centromere
2A	Xbcd152-2A	112.8	BCD152	Marker
2A	Xbcd161-2A	119.1	BCD161	Marker
2A	Xbcd292-2A	168.5	BCD292	Marker
2A	Xbcd348-2A.1	0	BCD348	Marker
2A	Xbcd348-2A.2	44.5	BCD348	Marker
2A	Xbcd410-2A	169.9	BCD410	Marker
2A	Xbcd543-2A	131.7	BCD543	Marker
2A	Xbcd718-2A	46.1	BCD718	Marker
2A	Xbcd855-2A	119.6	BCD855	Marker
2A	Xbcd1095-2A	146.4	BCD1095	Marker
2A	Xbcd1184-2A	80.7	BCD1184	Marker
2A	Xbcd1688-2A	118.4	BCD1688	Marker
2A	Xbcd1970-2A	49.8	BCD1970	Marker
2A	Xcdo57-2A	47.6	CDO57	Marker
2A	Xcdo405-2A	118.4	CDO405	Marker
2A	Xcdo447-2A	9.6	CDO447	Marker
2A	Xcdo456-2A.1	3.9	CDO456	Marker
2A	Xcdo456-2A.2	29.4	CDO456	Marker
2A	Xcdo678-2A	166.7	CDO678	Marker
2A	Xcdo1090-2A	48.7	CDO1090	Marker
2A	Xcdo1281-2A	117.7	CDO1281	Marker
2A	Xcdo1376-2A	122.2	CDO1376	Marker
2A	Xcdo1410-2A	167.6	CDO1410	Marker
2A	Xcmwg682-2A	6.8	cMWG682	Marker
2A	Xfba008-2A	174.3	FBA8	Marker
2A	Xfba070-2A.1	6.8	FBA70	Marker
2A	Xfba070-2A.2	37	FBA70	Marker
2A	Xfba082-2A	2	FBA82	Marker
2A	Xfba106-2A	118.4	FBA106	Marker
2A	Xfba178-2A	69.5	FBA178	Marker
2A	Xfba198-2A	61.8	FBA198	Marker
2A	Xfba272-2A	78.7	FBA272	Marker
2A	Xfba280-2A	61.8	FBA280	Marker
2A	Xfba300-2A	77.7	FBA300	Marker
2A	Xfba314-2A	186.3	FBA314	Marker
2A	Xfba359-2A	121.2	FBA359	Marker
2A	Xfba374-2A	121.2	FBA374	Marker
2A	Xfba385-2A	162.5	FBA385	Marker
2A	Xfbb061-2A	50.5	FBB61	Marker
2A	Xfbb072-2A	49.3	FBB72	Marker
2A	Xfbb212-2A	126.7	FBB212	Marker
2A	Xfbb226-2A	96.8	FBB226	Marker
2A	Xfbb276-2A	152.2	FBB276	Marker
2A	Xfbb284-2A	135.5	FBB284	Marker
2A	Xfbb289-2A	52.3	FBB289	Marker
2A	Xfbb329-2A	76.7	FBB329	Marker
2A	Xfbb353-2A	126.7	FBB353	Marker
2A	XksuD18-2A	54.1	pTtksuD18	Marker
2A	XksuD22-2A	141.8	pTtksuD22	Marker
2A	XksuE16-2A	139.9	pTtksuE16	Marker
2A	XksuF11-2A	177.3	pTtksuF11	Marker
2A	XksuF41-2A	167.6	pTtksuF41	Marker
2A	XksuG5-2A	135.5	pTtksuG5	Marker
2A	XksuH16-2A	171.3	pTtksuH16	Marker
2A	Xpsr934-2A	158	PSR934	Marker
2A	Xrz395-2A	120.1	RZ395	Marker
2A	Xwsu1-2A	115.3	pBS128	Marker
2B	Centromere	73.5	Centromere	Centromere
2B	Xbcd18-2B	30.7	BCD18	Marker
2B	Xbcd135-2B	125.2	BCD135	Marker
2B	Xbcd152-2B	64	BCD152	Marker
2B	Xbcd260-2B	70.8	BCD260	Marker
2B	Xbcd307-2B	109.6	BCD307	Marker
2B	Xbcd445-2B	92.9	BCD445	Marker
2B	Xbcd1095-2B	122.9	BCD1095	Marker
2B	Xbcd1119-2B	80.9	BCD1119	Marker
2B	Xbcd1184-2B	14.9	BCD1184	Marker
2B	Xbcd1231-2B	185.8	BCD1231	Marker
2B	Xbcd1709-2B	66.1	BCD1709	Marker
2B	Xbcd1779-2B	102.2	BCD1779	Marker
2B	Xcdo36-2B	171.6	CDO36	Marker
2B	Xcdo370-2B	69.7	CDO370	Marker
2B	Xcdo388-2B	78.6	CDO388	Marker
2B	Xcdo405-2B	58.3	CDO405	Marker
2B	Xcdo678-2B	151.5	CDO678	Marker
2B	Xcdo684-2B	98	CDO684	Marker
2B	Xcmwg660-2B	153.8	cMWG660	Marker
2B	Xcnl6-2B	98	AG24	Marker
2B	Xfba004-2B	29.5	FBA4	Marker
2B	Xfba029-2B	16.3	FBA29	Marker
2B	Xfba061-2B	118.5	FBA61	Marker
2B	Xfba062-2B.2	118.5	FBA62	Marker
2B	Xfba106-2B	44.2	FBA106	Marker
2B	Xfba116-2B	127	FBA116	Marker
2B	Xfba199-2B	89.4	FBA199	Marker
2B	Xfba272-2B	20	FBA272	Marker
2B	Xfba276-2B	118.5	FBA276	Marker
2B	Xfba280-2B	4.4	FBA280	Marker
2B	Xfba310-2B	178.7	FBA310	Marker
2B	Xfba345-2B	119.6	FBA345	Marker
2B	Xfba359-2B	147.3	FBA359	Marker
2B	Xfba374-2B	62.1	FBA374	Marker
2B	Xfba385-2B	157.6	FBA385	Marker
2B	Xfbb004-2B	73.5	FBB4	Marker
2B	Xfbb021-2B	73.5	FBB21	Marker
2B	Xfbb040-2B	24.1	FBB40	Marker
2B	Xfbb047-2B	62.1	FBB47	Marker
2B	Xfbb062-2B.1	16.3	FBB62	Marker
2B	Xfbb075-2B	73.5	FBB75	Marker
2B	Xfbb113-2B	138.6	FBB113	Marker
2B	Xfbb121-2B	28.2	FBB121	Marker
2B	Xfbb226-2B	73.5	FBB226	Marker
2B	Xfbb274-2B	0	FBB274	Marker
2B	Xfbb284-2B	117.5	FBB284	Marker
2B	Xfbb335-2B	89.4	FBB335	Marker
2B	Xfbb347-2B	62.1	FBB347	Marker
2B	Xglk558-2B	160.3	pTag558	Marker
2B	XksuD23-2B	166.5	pTtksuD23	Marker
2B	XksuF11-2B	68.5	pTtksuF11	Marker
2B	Xmwg546-2B	129.8	MWG546	Marker
2B	Xmwg950-2B	49.6	MWG950	Marker
2B	Xmwg2025-2B	113.7	MWG2025	Marker
2B	Xrz69-2B	34.5	RZ69	Marker
2B	Xrz444-2B	38.8	RZ444	Marker
2B	Xtam18-2B	67.1	TAM18	Marker
2B	Xtam72-2B	53.8	TAM72	Marker
2B	Xwg996-2B	76.2	WG996	Marker
2B	Xwsu1-2B	60.1	pBS128	Marker
2B	Xwsu2-2B	126.1	pKABAG1	Marker
2D	Centromere	128.5	Centromere	Centromere
2D	W2I-2D	0	W2I-2D	Marker
2D	Xbcd18-2D	28.1	BCD18	Marker
2D	Xbcd102-2D	40.5	BCD102	Marker
2D	Xbcd111-2D	133.8	BCD111	Marker
2D	Xbcd120-2D	132.4	BCD120	Marker
2D	Xbcd260-2D	124.5	BCD260	Marker
2D	Xbcd262-2D	89.1	BCD262	Marker
2D	Xbcd410-2D	186.1	BCD410	Marker
2D	Xbcd611-2D	57	BCD611	Marker
2D	Xbcd718-2D	34.4	BCD718	Marker
2D	Xbcd1970-2D	30.3	BCD1970	Marker
2D	Xcdo36-2D	196.2	CDO36	Marker
2D	Xcdo405-2D	114.2	CDO405	Marker
2D	Xcdo456-2D	22.9	CDO456	Marker
2D	Xcdo1008-2D	165.7	CDO1008	Marker
2D	Xcdo1379-2D	65	CDO1379	Marker
2D	Xcdo1479-2D	81.9	CDO1479	Marker
2D	Xcmwg682-2D	15.9	cMWG682	Marker
2D	Xfba038-2D	119.5	FBA38	Marker
2D	Xfba061-2D	156.5	FBA61	Marker
2D	Xfba062-2D	154.9	FBA62	Marker
2D	Xfba064-2D	156.5	FBA64	Marker
2D	Xfba065-2D	119.5	FBA65	Marker
2D	Xfba074-2D	149.8	FBA74	Marker
2D	Xfba083-2D	25.5	FBA83	Marker
2D	Xfba088-2D	57	FBA88	Marker
2D	Xfba102-2D	170.1	FBA102	Marker
2D	Xfba111-2D	154.9	FBA111	Marker
2D	Xfba116-2D	170.1	FBA116	Marker
2D	Xfba209-2D.1	186.1	FBA209	Marker
2D	Xfba209-2D.2	205.2	FBA209	Marker
2D	Xfba272-2D	73.5	FBA272	Marker
2D	Xfba311-2D	202.2	FBA311	Marker
2D	Xfba314-2D	199.2	FBA314	Marker
2D	Xfba341-2D.1	119.5	FBA341	Marker
2D	Xfba341-2D.2	156.5	FBA341	Marker
2D	Xfba349-2D	-3	FBA349	Marker
2D	Xfba400-2D	48.9	FBA400	Marker
2D	Xfbb009-2D	170.9	FBB9	Marker
2D	Xfbb032-2D	154.9	FBB32	Marker
2D	Xfbb068-2D	162.1	FBB68	Marker
2D	Xfbb072-2D	177.9	FBB72	Marker
2D	Xfbb099-2D	149	FBB99	Marker
2D	Xfbb122-2D	154.9	FBB122	Marker
2D	Xfbb251-2D	174.3	FBB251	Marker
2D	Xfbb274-2D	57	FBB274	Marker
2D	Xfbb279-2D	98.4	FBB279	Marker
2D	Xfbb284-2D	156.5	FBB284	Marker
2D	Xfbb377-2D	186.1	FBB377	Marker
2D	Xglk558-2D	183.5	pTag558	Marker
2D	XksuD23-2D	184.1	pTtksuD23	Marker
2D	XksuH9-2D	182.9	pTtksuH9	Marker
2D	XksuH16-2D	188.1	pTtksuH16	Marker
2D	Xrz444-2D	186.1	RZ444	Marker
2D	Xtam8-2D	147.4	TAM8	Marker
2D	Xwsu1-2D	107.6	pBS128	Marker
2D	Xwsu1-2D	107.6	WSU1	Marker
3A	Centromere	58	Centromere	Centromere
3A	Xabc172-3A.1	171.3	ABC172	Marker
3A	Xabc172-3A.2	195.1	ABC172	Marker
3A	Xabg460-3A	33.7	ABG460	Marker
3A	Xabg471-3A	40.1	ABG471	Marker
3A	XATPase-3A	63.4	cNP5	Marker
3A	Xbcd15-3A	5.1	BCD15	Marker
3A	Xbcd115-3A	78.8	BCD115	Marker
3A	Xbcd366-3A	65.4	BCD366	Marker
3A	Xbcd372-3A	132.8	BCD372	Marker
3A	Xbcd451-3A	231.1	BCD451	Marker
3A	Xbcd452-3A	79.9	BCD452	Marker
3A	Xbcd706-3A	41.5	BCD706	Marker
3A	Xbcd828-3A	65.6	BCD828	Marker
3A	Xbcd1145-3A	60	BCD1145	Marker
3A	Xbcd1428-3A	23.4	BCD1428	Marker
3A	Xbcd1532-3A	46.7	BCD1532	Marker
3A	Xbcd1773-3A	154.7	BCD1773	Marker
3A	Xbcd1823-3A	38.7	BCD1823	Marker
3A	Xbcd2044-3A	76.8	BCD2044	Marker
3A	Xcdo54-3A	64.3	CDO54	Marker
3A	Xcdo118-3A	67.4	CDO118	Marker
3A	Xcdo281-3A	74	CDO281	Marker
3A	Xcdo395-3A	28.6	CDO395	Marker
3A	Xcdo460-3A	16.5	CDO460	Marker
3A	Xcdo482-3A	209.8	CDO482	Marker
3A	Xcdo638-3A	51.2	CDO638	Marker
3A	Xcdo1164-3A	33.7	CDO1164	Marker
3A	Xcdo1174-3A	65.2	CDO1174	Marker
3A	Xcdo1345-3A	40.1	CDO1345	Marker
3A	Xcdo1435-3A	43.6	CDO1435	Marker
3A	Xfba091-3A	24.9	FBA91	Marker
3A	Xfba127-3A	53.9	FBA127	Marker
3A	Xfba175-3A	97.7	FBA175	Marker
3A	Xfba366-3A	20	FBA366	Marker
3A	Xfbb237-3A	203.9	FBB237	Marker
3A	Xfbb271-3A	80.9	FBB271	Marker
3A	Xfbb277-3A	85.3	FBB277	Marker
3A	Xfbb293-3A.1	149.9	FBB293	Marker
3A	Xfbb293-3A.2	195.1	FBB293	Marker
3A	Xfbb332-3A	93.1	FBB332	Marker
3A	Xfbb353-3A	88.4	FBB353	Marker
3A	Xfbb370-3A	-3	FBB370	Marker
3A	Xglk683-3A	0	pTag683	Marker
3A	XksuA6-3A	49.1	pTtksuA6	Marker
3A	XksuH2-3A	74.7	pTtksuH2	Marker
3A	Xmwg11-3A	203.9	MWG11	Marker
3A	Xmwg12-3A	199.5	MWG12	Marker
3A	Xmwg14-3A	44.3	MWG14	Marker
3A	Xmwg22-3A	42.9	MWG22	Marker
3A	Xmwg30-3A	115.7	MWG30	Marker
3A	Xmwg802-3A	66.5	MWG802	Marker
3A	Xmwg961-3A	82.1	MWG961	Marker
3A	Xpsr903-3A	56.5	PSR903	Marker
3A	Xtam33-3A	85.3	TAM33	Marker
3A	Xtam47-3A	13.3	TAM47	Marker
3A	Xtam61-3A	10.1	TAM61	Marker
3A	Xtam63-3A	161.7	TAM63	Marker
3A	Xwg177-3A	73.3	WG177	Marker
3B	Centromere	87	Centromere	Centromere
3B	Xabc174-3B	193.3	ABC174	Marker
3B	Xabg471-3B	82.2	ABG471	Marker
3B	XATPase-3B.1	93.1	cNP5	Marker
3B	XATPase-3B.2	122.5	cNP5	Marker
3B	Xbcd131-3B	180.6	BCD131	Marker
3B	Xbcd141-3B	140.6	BCD141	Marker
3B	Xbcd147-3B	150.4	BCD147	Marker
3B	Xbcd809-3B	127.1	BCD809	Marker
3B	Xbcd907-3B	0	BCD907	Marker
3B	Xbcd1380-3B.1	98.9	BCD1380	Marker
3B	Xbcd1380-3B.2	111.9	BCD1380	Marker
3B	Xbcd1418-3B	129.6	BCD1418	Marker
3B	Xbcd1555-3B	140.6	BCD1555	Marker
3B	Xbg131-3B	216.9	BG131	Marker
3B	Xcdo105-3B	205.6	CDO105	Marker
3B	Xcdo328-3B	103.2	CDO328	Marker
3B	Xcdo460-3B	23.7	CDO460	Marker
3B	Xcdo583-3B	130.4	CDO583	Marker
3B	Xcdo718-3B	131.1	CDO718	Marker
3B	Xcdo1164-3B	71.3	CDO1164	Marker
3B	Xcnl8-3B	109.6	AC24	Marker
3B	Xfba008-3B	223.3	FBA8	Marker
3B	Xfba091-3B	61.5	FBA91	Marker
3B	Xfba133-3B	248.6	FBA133	Marker
3B	Xfba167-3B	226.4	FBA167	Marker
3B	Xfba171-3B	198.2	FBA171	Marker
3B	Xfba190-3B	14.3	FBA190	Marker
3B	Xfba213-3B	124.8	FBA213	Marker
3B	Xfba214-3B	124.8	FBA214	Marker
3B	Xfba217-3B	232.9	FBA217	Marker
3B	Xfba220-3B	120.7	FBA220	Marker
3B	Xfba235-3B	229.4	FBA235	Marker
3B	Xfba242-3B	120.7	FBA242	Marker
3B	Xfba310-3B	248.6	FBA310	Marker
3B	Xfba311-3B	-3	FBA311	Marker
3B	Xfba360-3B	203.1	FBA360	Marker
3B	Xfbb024-3B	67.3	FBB24	Marker
3B	Xfbb117-3B	114.2	FBB117	Marker
3B	Xfbb142-3B	66.4	FBB142	Marker
3B	Xfbb147-3B.1	4.7	FBB147	Marker
3B	Xfbb147-3B.2	150.7	FBB147	Marker
3B	Xfbb156-3B	118.9	FBB156	Marker
3B	Xfbb166-3B	17	FBB166	Marker
3B	Xfbb168-3B	150.4	FBB168	Marker
3B	Xfbb177-3B	124.8	FBB177	Marker
3B	Xfbb185-3B	28.5	FBB185	Marker
3B	Xfbb274-3B	167.6	FBB274	Marker
3B	Xfbb283-3B	96	FBB283	Marker
3B	Xfbb293-3B	248.6	FBB293	Marker
3B	Xfbb315-3B	66.4	FBB315	Marker
3B	Xfbb316-3B	226.4	FBB316	Marker
3B	Xfbb348-3B	120.7	FBB348	Marker
3B	Xfbb378-3B	154.5	FBB378	Marker
3B	XksuG53-3B	9.4	pTtksuG53	Marker
3B	XksuH7-3B	101.4	pTtksuH7	Marker
3B	Xmwg11-3B	260.7	MWG11	Marker
3B	Xmwg69-3B	146.3	MWG69	Marker
3B	Xmwg818-3B	134.9	MWG818	Marker
3B	Xpsr689-3B	107	PSR689	Marker
3B	Xpsr903-3B	109.6	PSR903	Marker
3B	Xtam47-3B	33.3	TAM47	Marker
3B	Xtam61-3B	42.8	TAM61	Marker
3B	Xtam63-3B	236.4	TAM63	Marker
3D	Centromere	77.5	Centromere	Centromere
3D	Xabc174-3D	141.6	ABC174	Marker
3D	Xabc176-3D	88.9	ABC176	Marker
3D	Xbcd22-3D	113	BCD22	Marker
3D	Xbcd134-3D	82.6	BCD134	Marker
3D	Xbcd288-3D	96.3	BCD288	Marker
3D	Xbcd361-3D	130.8	BCD361	Marker
3D	Xbcd372-3D	114.3	BCD372	Marker
3D	Xbcd515-3D	121.1	BCD515	Marker
3D	Xbcd907-3D	5.8	BCD907	Marker
3D	Xbcd1532-3D	47.8	BCD1532	Marker
3D	Xbcd1555-3D	115.6	BCD1555	Marker
3D	Xbcd1802-3D	22.7	BCD1802	Marker
3D	Xcdo407-3D	56.9	CDO407	Marker
3D	Xcdo549-3D	0	CDO540	Marker
3D	Xcdo549-3D	0	CDO549	Marker
3D	Xcdo1406-3D	92.6	CDO1406	Marker
3D	Xcdo1435-3D	50.1	CDO1435	Marker
3D	Xcnl2-3D	139.7	AC14	Marker
3D	Xfba027-3D	139.7	FBA27	Marker
3D	Xfba091-3D	33.8	FBA91	Marker
3D	Xfba190-3D	22.7	FBA190	Marker
3D	Xfba241-3D	44.6	FBA241	Marker
3D	Xfba310-3D	134.7	FBA310	Marker
3D	Xfba330-3D	70.1	FBA330	Marker
3D	Xfba389-3D	139.7	FBA389	Marker
3D	Xfbb023-3D	99.3	FBB23	Marker
3D	Xfbb117-3D.1	137.2	FBB117	Marker
3D	Xfbb117-3D.2	156.9	FBB117	Marker
3D	Xfbb147-3D	140.2	FBB147	Marker
3D	Xfbb237-3D	102.2	FBB237	Marker
3D	Xfbb269-3D	140.6	FBB269	Marker
3D	Xfbb316-3D	142.5	FBB316	Marker
3D	Xfbb324-3D	70.1	FBB324	Marker
3D	Xfbb370-3D	11.6	FBB370	Marker
3D	XksuA6-3D	62.6	pTtksuA6	Marker
3D	XksuD19-3D	124	pTtksuD19	Marker
3D	XksuE14-3D	156.9	pTtksuE14	Marker
3D	XksuG59-3D	171.3	pTtksuG59	Marker
3D	XksuH15-3D	126.8	pTtksuH15	Marker
3D	Xmwg22-3D	53.4	MWG22	Marker
3D	Xmwg688-3D	77.5	MWG688	Marker
3D	Xwg110-3D	118.4	WG110	Marker
4A	Centromere	23.7	Centromere	Centromere
4A	Xabg390-4A	69	ABG390	Marker
4A	Xbcd8-4A	30.1	BCD8	Marker
4A	Xbcd129-4A	144.7	BCD129	Marker
4A	Xbcd130-4A	85.4	BCD130	Marker
4A	Xbcd402-4A	28.3	BCD402	Marker
4A	Xbcd588-4A	138.1	BCD588	Marker
4A	Xbcd1652-4A	18.8	BCD1652	Marker
4A	Xbcd1670-4A	70.9	BCD1670	Marker
4A	Xbcd1738-4A	19.5	BCD1738	Marker
4A	Xbcd1975-4A	118.2	BCD1975	Marker
4A	Xcdo475-4A	77.1	CDO475	Marker
4A	Xcdo545-4A	99.5	CDO545	Marker
4A	Xcdo665-4A	96.4	CDO665	Marker
4A	Xcdo780-4A	75.6	CDO780	Marker
4A	Xcdo959-4A	18.2	CDO959	Marker
4A	Xcdo1387-4A	17.3	CDO1387	Marker
4A	Xfba4-4A	72.5	FBA4	Marker
4A	Xfba40-4A	8.6	FBA40	Marker
4A	Xfba43-4A	25.6	FBA43	Marker
4A	Xfba65-4A	48.4	FBA65	Marker
4A	Xfba78-4A	9.7	FBA78	Marker
4A	Xfba147-4A	26.5	FBA147	Marker
4A	Xfba211-4A	24.7	FBA211	Marker
4A	Xfba231-4A	88.1	FBA231	Marker
4A	Xfba243-4A	124.8	FBA243	Marker
4A	Xfba253-4A	131.5	FBA253	Marker
4A	Xfba282-4A	107.6	FBA282	Marker
4A	Xfba320-4A	14.8	FBA320	Marker
4A	Xfba359-4A	22.7	FBA359	Marker
4A	Xfbb1-4A	0	FBB1	Marker
4A	Xfbb114-4A	111.6	FBB114	Marker
4A	Xfbb154-4A	93.2	FBB154	Marker
4A	Xfbb176-4A	21.7	FBB176	Marker
4A	Xfbb227-4A	14.8	FBB227	Marker
4A	Xfbb332-4A	4.3	FBB332	Marker
4A	XksuD9-4A	81.9	pTtksuD9	Marker
4A	XksuE3-4A	57.5	pTtksuE3	Marker
4A	XksuF8-4A	20.7	pTtksuF8	Marker
4A	XksuG12-4A	36.3	pTtksuG12	Marker
4A	Xmwg549-4A	66.5	MWG549	Marker
4A	Xmwg710-4A	74	MWG710	Marker
4A	Xpsr115-4A	70	PSR115	Marker
4A	Xrz574-4A	20.1	RZ574	Marker
4A	Xtam72-4A	103.5	TAM72	Marker
4A	Xwg622-4A	39.4	WG622	Marker
4B	Centromere	19	Centromere	Centromere
4B	Xabg484-4B	20.8	ABG484	Marker
4B	Xbcd402-4B	59.5	BCD402	Marker
4B	Xbcd749-4B	18.2	BCD749	Marker
4B	Xbcd1051-4B	24	BCD1051	Marker
